enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,training_hours_capped,education_level_encoded,relevent_experience_encoded,experience_encoded,company_size_encoded,last_new_job_encoded,enrolled_university_encoded,city_freq,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,gender_Female,gender_Male,gender_Other,gender_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown
9689,city_103,0.92,No relevent experience,Full time course,High School,<1,Unknown,Unknown,27,1.0,27.0,1,0,0,-1,-1.0,1,0.22732017955945297,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
14725,city_11,0.55,No relevent experience,Full time course,Masters,2,<10,1,14,1.0,14.0,3,0,2,0,1.0,1,0.01289278630337196,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
1330,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,2,51,1.0,51.0,2,1,21,-1,2.0,0,0.22732017955945297,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
12845,city_103,0.92,Has relevent experience,no_enrollment,Graduate,2,10/49,1,69,1.0,69.0,2,1,2,1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
18883,city_114,0.926,No relevent experience,no_enrollment,High School,5,10000+,>4,148,0.0,148.0,1,0,5,7,5.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4572,city_67,0.855,Has relevent experience,no_enrollment,Masters,18,100-500,1,284,0.0,185.5,3,1,18,3,1.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30768,city_74,0.579,Has relevent experience,no_enrollment,Graduate,6,50-99,1,112,1.0,112.0,2,1,6,2,1.0,0,0.005428541601419773,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
21348,city_21,0.624,Has relevent experience,Full time course,Graduate,<1,10/49,1,324,1.0,185.5,2,1,0,1,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
20506,city_19,0.682,No relevent experience,Part time course,High School,5,10/49,1,4,0.0,4.0,1,0,5,1,1.0,2,0.006211504332393778,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
9131,city_136,0.897,Has relevent experience,no_enrollment,Masters,>20,10000+,3,200,0.0,185.5,3,1,21,7,3.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
22684,city_136,0.897,Has relevent experience,no_enrollment,Phd,9,<10,1,100,0.0,100.0,4,1,9,0,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5973,city_21,0.624,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,62,0.0,62.0,2,1,21,7,5.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9980,city_103,0.92,Has relevent experience,Full time course,Masters,8,1000-4999,2,38,0.0,38.0,3,1,8,5,2.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31086,city_67,0.855,No relevent experience,no_enrollment,High School,5,Unknown,1,57,0.0,57.0,1,0,5,-1,1.0,0,0.022497129136653096,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
7286,city_69,0.856,Has relevent experience,Part time course,Graduate,13,1000-4999,1,17,0.0,17.0,2,1,13,5,1.0,2,0.0008873577617705397,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
26767,city_21,0.624,Has relevent experience,no_enrollment,Masters,11,500-999,2,147,1.0,147.0,3,1,11,4,2.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
12545,city_16,0.91,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,2,19,0.0,19.0,2,1,21,5,2.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10603,city_21,0.624,Has relevent experience,Full time course,Graduate,3,10000+,1,54,0.0,54.0,2,1,3,7,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31161,city_21,0.624,Has relevent experience,Full time course,Masters,1,100-500,never,27,1.0,27.0,3,1,1,3,0.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25709,city_160,0.92,Has relevent experience,no_enrollment,Graduate,18,50-99,>4,26,0.0,26.0,2,1,18,2,5.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32497,city_114,0.926,Has relevent experience,no_enrollment,Masters,18,100-500,1,158,0.0,158.0,3,1,18,3,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15724,city_9,0.743,Has relevent experience,Full time course,Masters,1,Unknown,1,78,0.0,78.0,3,1,1,-1,1.0,1,0.0009395552771688068,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
32472,city_73,0.754,Has relevent experience,Part time course,Graduate,3,10000+,1,166,0.0,166.0,2,1,3,7,1.0,2,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
11686,city_36,0.893,Has relevent experience,no_enrollment,Graduate,7,50-99,1,172,0.0,172.0,2,1,7,2,1.0,0,0.008351602463722727,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
17118,city_75,0.939,No relevent experience,no_enrollment,Graduate,3,Unknown,2,56,1.0,56.0,2,0,3,-1,2.0,0,0.015920242196471448,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
26161,city_21,0.624,Has relevent experience,no_enrollment,Graduate,9,50-99,1,66,0.0,66.0,2,1,9,2,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
13199,city_103,0.92,No relevent experience,Full time course,High School,3,Unknown,1,54,1.0,54.0,1,0,3,-1,1.0,1,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
19110,city_160,0.92,Has relevent experience,no_enrollment,Graduate,5,10/49,4,81,0.0,81.0,2,1,5,1,0.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
20960,city_103,0.92,No relevent experience,no_enrollment,Phd,>20,100-500,1,22,0.0,22.0,4,0,21,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13743,city_16,0.91,Has relevent experience,no_enrollment,Graduate,14,<10,4,108,0.0,108.0,2,1,14,0,0.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
18092,city_90,0.698,Has relevent experience,Part time course,Unknown,13,50-99,Unknown,18,0.0,18.0,-1,1,13,2,-1.0,2,0.010282910533458608,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
24332,city_136,0.897,Has relevent experience,no_enrollment,Masters,9,500-999,2,13,0.0,13.0,3,1,9,4,2.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9064,city_105,0.794,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,17,0.0,17.0,3,1,21,7,5.0,0,0.004123603716463096,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
13913,city_103,0.92,Has relevent experience,no_enrollment,Graduate,13,Unknown,never,9,0.0,9.0,2,1,13,-1,0.0,0,0.22732017955945297,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10732,city_73,0.754,Has relevent experience,Part time course,Graduate,8,<10,1,27,0.0,27.0,2,1,8,0,1.0,2,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
24364,city_114,0.926,No relevent experience,Full time course,Graduate,8,Unknown,never,64,0.0,64.0,2,0,8,-1,0.0,1,0.06973588057208477,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
32954,city_114,0.926,No relevent experience,no_enrollment,Graduate,15,1000-4999,>4,20,0.0,20.0,2,0,15,5,5.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
23936,city_114,0.926,Has relevent experience,Full time course,Masters,4,50-99,1,30,0.0,30.0,3,1,4,2,1.0,1,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10465,city_149,0.6890000000000001,No relevent experience,no_enrollment,Graduate,5,Unknown,never,34,0.0,34.0,2,0,5,-1,0.0,0,0.005324146570623238,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
15474,city_102,0.804,No relevent experience,no_enrollment,Masters,5,10000+,1,82,0.0,82.0,3,0,5,7,1.0,0,0.015868044681073182,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
11422,city_123,0.738,Has relevent experience,no_enrollment,High School,8,Unknown,never,28,0.0,28.0,1,1,8,-1,0.0,0,0.004123603716463096,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
2521,city_114,0.926,No relevent experience,Full time course,Graduate,>20,1000-4999,1,114,1.0,114.0,2,0,21,5,1.0,1,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13327,city_11,0.55,Has relevent experience,no_enrollment,Graduate,5,50-99,1,6,0.0,6.0,2,1,5,2,1.0,0,0.01289278630337196,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
27793,city_103,0.92,Has relevent experience,no_enrollment,Graduate,11,Unknown,1,82,1.0,82.0,2,1,11,-1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
28469,city_103,0.92,Has relevent experience,no_enrollment,Graduate,7,50-99,1,82,0.0,82.0,2,1,7,2,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10990,city_103,0.92,No relevent experience,Full time course,High School,16,Unknown,never,138,1.0,138.0,1,0,16,-1,0.0,1,0.22732017955945297,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
16544,city_16,0.91,No relevent experience,Full time course,Graduate,3,100-500,3,18,1.0,18.0,2,0,3,3,3.0,1,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2802,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,10,0.0,10.0,2,1,21,2,5.0,0,0.22732017955945297,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13163,city_16,0.91,No relevent experience,no_enrollment,High School,2,Unknown,never,16,1.0,16.0,1,0,2,-1,0.0,0,0.08001879110554337,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
13535,city_73,0.754,Has relevent experience,Part time course,Graduate,10,Unknown,1,8,0.0,8.0,2,1,10,-1,1.0,2,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2043,city_23,0.899,Has relevent experience,Full time course,Graduate,9,50-99,1,42,0.0,42.0,2,1,9,2,1.0,1,0.009499947802484601,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
30740,city_73,0.754,Has relevent experience,no_enrollment,Masters,8,Unknown,1,50,0.0,50.0,3,1,8,-1,1.0,0,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30680,city_138,0.836,Has relevent experience,no_enrollment,Primary School,>20,Unknown,1,89,0.0,89.0,0,1,21,-1,1.0,0,0.006263701847792045,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
18842,city_21,0.624,Has relevent experience,Full time course,Graduate,7,100-500,2,12,0.0,12.0,2,1,7,3,2.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
19686,city_128,0.527,No relevent experience,Full time course,High School,7,Unknown,1,44,1.0,44.0,1,0,7,-1,1.0,1,0.004802171416640568,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
28933,city_21,0.624,Has relevent experience,Full time course,Masters,5,50-99,1,156,0.0,156.0,3,1,5,2,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30027,city_103,0.92,Has relevent experience,no_enrollment,Graduate,4,100-500,2,6,1.0,6.0,2,1,4,3,2.0,0,0.22732017955945297,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27850,city_83,0.923,Has relevent experience,no_enrollment,Masters,10,50-99,1,34,0.0,34.0,3,1,10,2,1.0,0,0.0074642447019521874,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13458,city_16,0.91,Has relevent experience,no_enrollment,Graduate,5,Unknown,1,55,0.0,55.0,2,1,5,-1,1.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24990,city_102,0.804,Has relevent experience,no_enrollment,Masters,18,500-999,2,88,0.0,88.0,3,1,18,4,2.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
16236,city_141,0.763,Has relevent experience,no_enrollment,Masters,11,<10,>4,55,0.0,55.0,3,1,11,0,5.0,0,0.0014093329157532101,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8709,city_114,0.926,Has relevent experience,Part time course,Masters,7,<10,1,27,0.0,27.0,3,1,7,0,1.0,2,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
14411,city_21,0.624,Has relevent experience,Full time course,Masters,1,50-99,1,50,1.0,50.0,3,1,1,2,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
29625,city_16,0.91,No relevent experience,no_enrollment,Masters,>20,10000+,2,15,0.0,15.0,3,0,21,7,2.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3745,city_103,0.92,Has relevent experience,no_enrollment,Graduate,8,5000-9999,1,29,0.0,29.0,2,1,8,6,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
18961,city_21,0.624,No relevent experience,Full time course,High School,<1,Unknown,never,32,0.0,32.0,1,0,0,-1,0.0,1,0.14103768660611754,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
25372,city_97,0.925,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,20,0.0,20.0,2,1,21,2,5.0,0,0.005428541601419773,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
24131,city_21,0.624,No relevent experience,no_enrollment,Masters,2,50-99,1,22,0.0,22.0,3,0,2,2,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
8696,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,500-999,>4,46,1.0,46.0,2,1,21,4,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11595,city_30,0.698,Has relevent experience,no_enrollment,Graduate,12,Unknown,3,72,1.0,72.0,2,1,12,-1,3.0,0,0.001096147823363608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12593,city_116,0.743,Has relevent experience,no_enrollment,Graduate,4,100-500,3,113,0.0,113.0,2,1,4,3,3.0,0,0.006681281970978181,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
23524,city_162,0.767,Has relevent experience,no_enrollment,High School,10,<10,1,98,0.0,98.0,1,1,10,0,1.0,0,0.006681281970978181,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
17141,city_109,0.701,Has relevent experience,Full time course,Graduate,10,Unknown,1,16,1.0,16.0,2,1,10,-1,1.0,1,0.0004697776385844034,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
6094,city_21,0.624,Has relevent experience,Full time course,Graduate,5,500-999,2,27,1.0,27.0,2,1,5,4,2.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
25429,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,33,0.0,33.0,2,1,21,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7497,city_103,0.92,No relevent experience,Full time course,Graduate,6,Unknown,1,18,0.0,18.0,2,0,6,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
9957,city_16,0.91,Has relevent experience,no_enrollment,Graduate,17,Unknown,2,62,0.0,62.0,2,1,17,-1,2.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4593,city_99,0.915,Has relevent experience,no_enrollment,Masters,>20,Unknown,3,90,1.0,90.0,3,1,21,-1,3.0,0,0.004906566447437102,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4989,city_67,0.855,Has relevent experience,Full time course,Graduate,5,50-99,1,90,0.0,90.0,2,1,5,2,1.0,1,0.022497129136653096,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
24818,city_75,0.939,Has relevent experience,no_enrollment,Graduate,9,100-500,2,40,0.0,40.0,2,1,9,3,2.0,0,0.015920242196471448,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
5766,city_16,0.91,Has relevent experience,no_enrollment,Graduate,5,10000+,1,20,0.0,20.0,2,1,5,7,1.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
18348,city_36,0.893,Has relevent experience,no_enrollment,Masters,16,50-99,>4,17,0.0,17.0,3,1,16,2,5.0,0,0.008351602463722727,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
27894,city_41,0.8270000000000001,Has relevent experience,Part time course,Masters,>20,1000-4999,>4,46,0.0,46.0,3,1,21,5,5.0,2,0.004645578870445767,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
30737,city_160,0.92,Has relevent experience,no_enrollment,Graduate,13,<10,2,55,0.0,55.0,2,1,13,0,2.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
27191,city_103,0.92,Has relevent experience,no_enrollment,Graduate,5,100-500,1,53,0.0,53.0,2,1,5,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
27748,city_160,0.92,Has relevent experience,no_enrollment,Graduate,2,Unknown,1,36,1.0,36.0,2,1,2,-1,1.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
32001,city_103,0.92,Has relevent experience,no_enrollment,Graduate,11,<10,>4,11,0.0,11.0,2,1,11,0,5.0,0,0.22732017955945297,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18626,city_101,0.5579999999999999,No relevent experience,Full time course,Graduate,9,50-99,1,124,0.0,124.0,2,0,9,2,1.0,1,0.0039148136548700285,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
24105,city_57,0.866,No relevent experience,no_enrollment,Graduate,11,Unknown,>4,45,1.0,45.0,2,0,11,-1,5.0,0,0.005376344086021506,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
23995,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,>4,114,0.0,114.0,2,1,21,-1,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22930,city_104,0.924,No relevent experience,Full time course,High School,10,50-99,2,84,0.0,84.0,1,0,10,2,2.0,1,0.01571145213487838,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
20511,city_136,0.897,Has relevent experience,no_enrollment,Masters,>20,<10,1,74,0.0,74.0,3,1,21,0,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
21220,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,28,0.0,28.0,3,1,21,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26633,city_67,0.855,No relevent experience,Part time course,Graduate,5,Unknown,1,39,0.0,39.0,2,0,5,-1,1.0,2,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
25660,city_21,0.624,Has relevent experience,no_enrollment,Masters,16,10000+,4,10,0.0,10.0,3,1,16,7,0.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
14692,city_114,0.926,Has relevent experience,no_enrollment,Masters,4,500-999,never,31,0.0,31.0,3,1,4,4,0.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
219,city_103,0.92,Has relevent experience,no_enrollment,Graduate,13,50-99,1,42,0.0,42.0,2,1,13,2,1.0,0,0.22732017955945297,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33337,city_89,0.925,Has relevent experience,no_enrollment,Graduate,>20,10000+,1,4,0.0,4.0,2,1,21,7,1.0,0,0.003497233531683892,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25921,city_72,0.795,Has relevent experience,no_enrollment,Graduate,6,1000-4999,1,113,0.0,113.0,2,1,6,5,1.0,0,0.0010439503079653408,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
24477,city_100,0.887,Has relevent experience,Part time course,Graduate,15,Unknown,1,164,0.0,164.0,2,1,15,-1,1.0,2,0.014354316734523438,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3021,city_175,0.7759999999999999,No relevent experience,no_enrollment,Phd,>20,Unknown,never,114,0.0,114.0,4,0,21,-1,0.0,0,0.0007307652155757385,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
16856,city_103,0.92,Has relevent experience,no_enrollment,Phd,>20,1000-4999,>4,62,0.0,62.0,4,1,21,5,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
14153,city_50,0.8959999999999999,Has relevent experience,no_enrollment,Graduate,>20,50-99,never,13,0.0,13.0,2,1,21,2,0.0,0,0.007307652155757386,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
9845,city_40,0.7759999999999999,Has relevent experience,no_enrollment,Masters,15,50-99,>4,78,0.0,78.0,3,1,15,2,5.0,0,0.003549431047082159,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32654,city_16,0.91,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,62,0.0,62.0,3,1,21,3,5.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
20227,city_103,0.92,Has relevent experience,no_enrollment,Graduate,5,100-500,1,80,0.0,80.0,2,1,5,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5972,city_97,0.925,Has relevent experience,no_enrollment,Masters,16,1000-4999,2,8,0.0,8.0,3,1,16,5,2.0,0,0.005428541601419773,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11329,city_103,0.92,Has relevent experience,no_enrollment,Graduate,6,10000+,>4,80,1.0,80.0,2,1,6,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8817,city_26,0.698,Has relevent experience,Part time course,Graduate,11,Unknown,never,152,1.0,152.0,2,1,11,-1,0.0,2,0.001252740369558409,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6160,city_65,0.802,No relevent experience,Full time course,Graduate,2,Unknown,never,43,0.0,43.0,2,0,2,-1,0.0,1,0.009134565194696732,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
7860,city_21,0.624,Has relevent experience,Part time course,Masters,12,100-500,1,105,0.0,105.0,3,1,12,3,1.0,2,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
18288,city_149,0.6890000000000001,Has relevent experience,Part time course,Graduate,6,10/49,3,210,0.0,185.5,2,1,6,1,3.0,2,0.005324146570623238,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3360,city_50,0.8959999999999999,Has relevent experience,no_enrollment,Graduate,12,50-99,2,15,0.0,15.0,2,1,12,2,2.0,0,0.007307652155757386,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15418,city_136,0.897,No relevent experience,no_enrollment,Masters,7,100-500,1,15,0.0,15.0,3,0,7,3,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2761,city_16,0.91,Has relevent experience,Full time course,Masters,10,10000+,2,24,0.0,24.0,3,1,10,7,2.0,1,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
20188,city_103,0.92,Has relevent experience,no_enrollment,Graduate,6,50-99,2,310,0.0,185.5,2,1,6,2,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
15805,city_114,0.926,Has relevent experience,no_enrollment,High School,20,Unknown,>4,80,0.0,80.0,1,1,20,-1,5.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
10453,city_145,0.555,No relevent experience,Full time course,Graduate,4,Unknown,never,24,0.0,24.0,2,0,4,-1,0.0,1,0.0032884434700908237,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22669,city_45,0.89,No relevent experience,Full time course,High School,4,Unknown,1,68,0.0,68.0,1,0,4,-1,1.0,1,0.005898319240004176,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
27488,city_59,0.775,No relevent experience,Full time course,Graduate,3,Unknown,never,164,0.0,164.0,2,0,3,-1,0.0,1,0.0005219751539826704,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24957,city_19,0.682,Has relevent experience,Full time course,Graduate,3,Unknown,1,24,0.0,24.0,2,1,3,-1,1.0,1,0.006211504332393778,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
16422,city_83,0.923,Has relevent experience,no_enrollment,Masters,12,50-99,1,81,0.0,81.0,3,1,12,2,1.0,0,0.0074642447019521874,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
5856,city_50,0.8959999999999999,Has relevent experience,no_enrollment,Graduate,12,1000-4999,>4,36,0.0,36.0,2,1,12,5,5.0,0,0.007307652155757386,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
10911,city_16,0.91,No relevent experience,Full time course,Graduate,8,Unknown,1,48,0.0,48.0,2,0,8,-1,1.0,1,0.08001879110554337,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5626,city_152,0.698,Has relevent experience,no_enrollment,Graduate,13,10/49,1,28,0.0,28.0,2,1,13,1,1.0,0,0.002662073285311619,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
10754,city_103,0.92,No relevent experience,Full time course,Graduate,5,10/49,1,41,0.0,41.0,2,0,5,1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
